web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,image,image2,image3,image4,image5,item_page_title,item_page_link,promo_message,user_name,shipping_to,data_2,stock_remaining,items_sold_1,items_sold,data_1,data_5,seller_location,shipping_cost,shipping_method,estimated_delivery,data_4,data_3,image_4,image_5,image_1,image_2,image_3
1772608059-1,https://www.tokopedia.com/samsung-official-store/product,Samsung Microwave Grill 23L dengan Browning Plus - MG23K3505AK/SE,Rp1.569.000,,5.0,,6%,Rp1.669.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,,6%Samsung Microwave Grill 23L dengan Browning Plus - MG23K3505AK/SERp1.569.000Rp1.669.000Hemat s.d  8% Pakai Bonus5.0100+ terjual,https://www.tokopedia.com/samsung-official-store/samsung-microwave-grill-23l-dengan-browning-plus-mg23k3505ak-se-1732997406702667757?extParam=whid%3D11442364%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,Samsung Microwave Grill 23L dengan Browning Plus - MG23K3505AK/SE - Black.,13,Terjual 100+•bintang 5 (22 rating),Rp1.569.000,Rp1.569.000,Beli Langsung,Kota Administrasi Jakarta Utara,Kurir Toko Rp0,,,Rp1.669.000,6%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/e5d4e56625c3438a92b2f64049b6e700~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618857&x-signature=R3Ekuif2HRJ1kBZFZKinh%2F%2BXSjs%3D&x-signature-webp=hje29%2Fp3pHg%2BwF2rRGHTM7WHqd4%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/e5d4e56625c3438a92b2f64049b6e700~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618857&x-signature=VLNyHrcQ7ARBTgpEkKJRbi2B3Iw%3D&x-signature-webp=VLNyHrcQ7ARBTgpEkKJRbi2B3Iw%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/a9b9f2da5cbf4978946e72933168f439~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618857&x-signature=USL3onMpjhBD8CaXqsr8Jod0KtY%3D&x-signature-webp=USL3onMpjhBD8CaXqsr8Jod0KtY%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/6e9490681e734315807fb13161ec361c~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618857&x-signature=%2BEdBnRhjAnCLpK0uT56ZkjRaX34%3D&x-signature-webp=%2BEdBnRhjAnCLpK0uT56ZkjRaX34%3D&ect=4g",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
1772608062-2,https://www.tokopedia.com/samsung-official-store/product,"Samsung Microwave Oven Solo, 20L - MS20A3010ALSE",Rp799.000,,4.9,Rp799.000,>15%,Rp939.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/ic_promo-discount.png~tplv-zr7vqa5nfb-image.image,">15%Samsung Microwave Oven Solo, 20L - MS20A3010ALSERp799.000Rp939.000Hemat s.d  8% Pakai Bonus4.9500+ terjual",https://www.tokopedia.com/samsung-official-store/samsung-microwave-oven-solo-20l-ms20a3010alse-1734210094146160621?extParam=src%3Dshop%26whid%3D11442364&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,"Samsung Microwave Oven Solo, 20L - MS20A3010ALSE - Microwave Solo 20L MS20",20,Terjual 500+•bintang 4.9 (63 rating),Rp799.000,Rp799.000,Beli Langsung,Kota Administrasi Jakarta Utara,Kurir Toko Rp0,,,Rp939.000,15%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/0c7e98b5542c4214a5c81eedffa5b1ff~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618859&x-signature=8%2F%2FP7qRfeFDlsnRIczgMsFl%2F9Vk%3D&x-signature-webp=EpxjgXMzCizHz9Enz%2BhSxq6Pjvg%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/0c7e98b5542c4214a5c81eedffa5b1ff~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618859&x-signature=cJiR4%2Fj2DxhJmCuDXnrPADoCANk%3D&x-signature-webp=cJiR4%2Fj2DxhJmCuDXnrPADoCANk%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/b6cae3fc7de643bcb31f38351edd857e~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618859&x-signature=UemhmuHQyxdEJnJXyrzmTaM5SPo%3D&x-signature-webp=UemhmuHQyxdEJnJXyrzmTaM5SPo%3D&ect=4g
https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/dc58f790fe364f178d07e196fe8cd820~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618859&x-signature=gtogQne8dY4tzm%2Flt70ZDuKK5Nc%3D&x-signature-webp=gtogQne8dY4tzm%2Flt70ZDuKK5Nc%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/23b378ffdcf24cc59f9417b19acfb941~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618859&x-signature=PNXQrxAEKEMQROPpiCKWnKHc%2BvI%3D&x-signature-webp=PNXQrxAEKEMQROPpiCKWnKHc%2BvI%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/9a99dac039f448d7b2e0fad00cdbfdc0~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618859&x-signature=lFP81Fn%2BJPONbLB6jtBjSfIXHFg%3D&x-signature-webp=lFP81Fn%2BJPONbLB6jtBjSfIXHFg%3D&ect=4g
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
1772608064-3,https://www.tokopedia.com/samsung-official-store/product,Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE,Rp2.729.000,,4.9,,17%,Rp3.279.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,,17%Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SERp2.729.000Rp3.279.000Hemat s.d  8% Pakai Bonus4.9750+ terjual,https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-wa80-top-load-wobble-technology-8kg-wa80h4200sw-se-1733737706589620205?extParam=whid%3D11442364%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,Samsung Mesin Cuci WA80 Top Load Wobble Technology 8kg - WA80H4200SW/SE - White.,25,Terjual 750+•bintang 4.9 (141 rating),Rp2.729.000,Rp2.729.000,Beli Langsung,Kota Administrasi Jakarta Utara,Kurir Toko Rp0,,,Rp3.279.000,17%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/15d0955789564e0eb61d26b386f68eed~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618862&x-signature=3Et2Zs80eY55v%2FXcp%2BGFr%2FVaBPA%3D&x-signature-webp=0BKY2d8%2BEGry4opJK4sGpTwb9ZE%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/15d0955789564e0eb61d26b386f68eed~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618862&x-signature=n8dd%2FJRJxyFvuiMoMqnbz%2FB9RGM%3D&x-signature-webp=n8dd%2FJRJxyFvuiMoMqnbz%2FB9RGM%3D&ect=4g
https://p19-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/a1534676a59e40b1b3872f28b4a593a9~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618862&x-signature=nb5BnD2jwFx%2Ff3JWcuKeBTNuomk%3D&x-signature-webp=nb5BnD2jwFx%2Ff3JWcuKeBTNuomk%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/f1d24ef260974e01821a35534a38bc8e~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618862&x-signature=ugP4sEmt9J9tRT7Y4IPPskKugC4%3D&x-signature-webp=ugP4sEmt9J9tRT7Y4IPPskKugC4%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/4f15ed8c3288497886404616988f7281~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618862&x-signature=Op7dZY4w6k%2BRKsRQjnb2y%2F5JA1o%3D&x-signature-webp=Op7dZY4w6k%2BRKsRQjnb2y%2F5JA1o%3D&ect=4g
https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/110c0581f9874cc4914aa06fe97359e1~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618862&x-signature=QKxkbqFPA7QGDEHuUVawG%2F7bxho%3D&x-signature-webp=QKxkbqFPA7QGDEHuUVawG%2F7bxho%3D&ect=4g
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
1772608067-4,https://www.tokopedia.com/samsung-official-store/product,Samsung Kulkas 2 Pintu RT22 dengan Digital Inverter 234L - RT22FARBDB1/SE,Rp4.799.000,,4.3,,19%,Rp5.939.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,,19%Samsung Kulkas 2 Pintu RT22 dengan Digital Inverter 234L - RT22FARBDB1/SERp4.799.000Rp5.939.000Hemat s.d  8% Pakai Bonus4.328 terjual,https://www.tokopedia.com/samsung-official-store/samsung-kulkas-2-pintu-rt22-dengan-digital-inverter-234l-rt22farbdb1-se-1734425852500674541?extParam=src%3Dshop%26whid%3D11442364&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,Samsung Kulkas 2 Pintu RT22 dengan Digital Inverter 234L - RT22FARBDB1/SE - Black.,Sisa 1,Terjual 28•bintang 4.3 (4 rating),Rp4.799.000,Rp4.799.000,Beli Langsung,Kota Administrasi Jakarta Utara,Ongkir Rp264.000,Kargo • Estimasi tiba 7 - 11 Mar,Kargo • Estimasi tiba 7 - 11 Mar,Rp5.939.000,19%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5e950c69aa164b36b67825a37b0c5b01~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618865&x-signature=uUeImHn768AQM0SS7GJHswWl1yQ%3D&x-signature-webp=j1VK9BMBsRneiIYSFgxMiwRrO34%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5e950c69aa164b36b67825a37b0c5b01~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618865&x-signature=xULLWcz1GaMAm8VA56XaGmCLS4E%3D&x-signature-webp=xULLWcz1GaMAm8VA56XaGmCLS4E%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/63291b89d3ec4c4897c02db9286f004f~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618865&x-signature=VJuoqVXXvNrAZkqJqIFTwHssZrg%3D&x-signature-webp=VJuoqVXXvNrAZkqJqIFTwHssZrg%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/c09c245b96b94dcd823cbb010697b54a~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618865&x-signature=4jNBkyxUKOBxyMDQkyL6jFzHCYY%3D&x-signature-webp=4jNBkyxUKOBxyMDQkyL6jFzHCYY%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/7312a8d8123a4eb7aec61542355b7581~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618865&x-signature=PJEpS3ugS5%2F%2FaRPtXgvSnQbdOyE%3D&x-signature-webp=PJEpS3ugS5%2F%2FaRPtXgvSnQbdOyE%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/57e232fdafce4efb96643e21b4d4097e~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618865&x-signature=owSGsf93O%2BPaKtAOHg6SPZTvnWU%3D&x-signature-webp=owSGsf93O%2BPaKtAOHg6SPZTvnWU%3D&ect=4g
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
1772608070-5,https://www.tokopedia.com/samsung-official-store/product,Samsung Soundbar HW-T420 2.1 Ch dengan Powerful Subwoofer,Rp1.589.000,,4.9,,55%,Rp3.499.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,,55%Samsung Soundbar HW-T420 2.1 Ch dengan Powerful SubwooferRp1.589.000Rp3.499.000Hemat s.d  8% Pakai Bonus4.9250+ terjual,https://www.tokopedia.com/samsung-official-store/samsung-soundbar-hw-t420-2-1-ch-dengan-powerful-subwoofer-1732878955113777133?extParam=src%3Dshop%26whid%3D11442364&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,Samsung Soundbar HW-T420 2.1 Ch dengan Powerful Subwoofer - Black,Sisa 3,Terjual 250+•bintang 4.9 (90 rating),Rp1.589.000,Rp1.589.000,Beli Langsung,Kota Administrasi Jakarta Utara,Kurir Toko Rp0,,,Rp3.499.000,55%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5ad3338db35d47dcb34c6d14a7bd289e~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618867&x-signature=JdFf0CuWIy7DpGp43OQlWeRjSWU%3D&x-signature-webp=bJoQKM8A%2B08T%2BgrtIRXvIoTaV1Q%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/5ad3338db35d47dcb34c6d14a7bd289e~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618867&x-signature=O9eN4rOviYEs1IG3Lo8zO1sB6bc%3D&x-signature-webp=O9eN4rOviYEs1IG3Lo8zO1sB6bc%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/2f8d1c92b43e4ea19b99ce05f2d763a0~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618867&x-signature=7tooQkS%2BstS9Rnsb2klAeoBVXBs%3D&x-signature-webp=7tooQkS%2BstS9Rnsb2klAeoBVXBs%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/cb8737289e2b4f80abf76501bb230268~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618867&x-signature=qU2otbxL%2Bll1NNQfvMUFNmXJIeI%3D&x-signature-webp=qU2otbxL%2Bll1NNQfvMUFNmXJIeI%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/f35ee2f55b8846a583b525e10aa10d9d~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618867&x-signature=Lm4nf4TFrqZZDTgnKT02ygfgpg0%3D&x-signature-webp=Lm4nf4TFrqZZDTgnKT02ygfgpg0%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/c2c3014827f54f739f35a7d76a9b2567~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618867&x-signature=dX%2F7rQBDbWOPyx8YtdMAmJtK7UU%3D&x-signature-webp=dX%2F7rQBDbWOPyx8YtdMAmJtK7UU%3D&ect=4g
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
1772608073-6,https://www.tokopedia.com/samsung-official-store/product,Samsung Mesin Cuci 9kg WA90 Top Load dengan Wobble Technology - WA90H4200SG/SE,Rp2.899.000,,4.6,Rp2.899.000,>18%,Rp3.539.000,Hemat s.d  8% Pakai Bonus,,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/ae78c469.svg,https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/2e112467.svg,https://p16-images-comn-sg.tokopedia-static.net/tos-alisg-i-zr7vqa5nfb-sg/img/ic_promo-discount.png~tplv-zr7vqa5nfb-image.image,>18%Samsung Mesin Cuci 9kg WA90 Top Load dengan Wobble Technology - WA90H4200SG/SERp2.899.000Rp3.539.000Hemat s.d  8% Pakai Bonus4.6100+ terjual,https://www.tokopedia.com/samsung-official-store/samsung-mesin-cuci-9kg-wa90-top-load-dengan-wobble-technology-wa90h4200sg-se-1730787348261799917?extParam=src%3Dshop%26whid%3D11442364&aff_unique_id=&channel=others&chain_key=,Gratis Ongkir + Banyak Promo belanja di aplikasi,RECORD,Jakarta Pusat,Samsung Mesin Cuci 9kg WA90 Top Load dengan Wobble Technology - WA90H4200SG/SE - Gray.,Sisa 8,Terjual 100+•bintang 4.6 (40 rating),Rp2.899.000,Rp2.899.000,Beli Langsung,Kota Administrasi Jakarta Utara,Kurir Toko Rp0,,,Rp3.539.000,18%,https://images.tokopedia.net/img/cache/300/tPxBYm/2023/1/20/655acd81-29e9-47ca-983d-074b36e654c7.jpg,,https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/836fdfe208ba49518acf9398a827cb01~tplv-aphluv4xwc-white-pad-v1:1600:1600.jpeg?lk3s=0ccea506&x-expires=1772618870&x-signature=LdQN%2Bli6v7%2FIpU0txQSBsIfCT6E%3D&x-signature-webp=L8WPyn4SlrFK8FPJaO0aKynxxMw%3D,"https://p16-images-sign-sg.tokopedia-static.net/tos-alisg-i-aphluv4xwc-sg/836fdfe208ba49518acf9398a827cb01~tplv-aphluv4xwc-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618870&x-signature=UxJfaRM%2FjU%2FGyYeDfX2R%2BNHYsDc%3D&x-signature-webp=UxJfaRM%2FjU%2FGyYeDfX2R%2BNHYsDc%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/e8e39728f3d944be9b41c4b22d8836c3~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618870&x-signature=coqBJtUJe3GklLHIFCpHC6E1APg%3D&x-signature-webp=coqBJtUJe3GklLHIFCpHC6E1APg%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/7628bd64241d4420bcc4be4fcff87345~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618870&x-signature=sOgOFoePY1FmQk%2Btz7cWZt6jJUE%3D&x-signature-webp=sOgOFoePY1FmQk%2Btz7cWZt6jJUE%3D&ect=4g
https://p16-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/5355299a6af3416c9cae9b4e62423603~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618870&x-signature=DVvnFtY6R0HRobjtpdI%2B37ymjK4%3D&x-signature-webp=DVvnFtY6R0HRobjtpdI%2B37ymjK4%3D&ect=4g
https://p19-images-common-sign-sg.tokopedia-static.net/tos-maliva-i-o3syd03w52-us/5d7210a0d0f949db896c165995ef7615~tplv-o3syd03w52-resize-jpeg:200:0.webp?lk3s=0ccea506&x-expires=1772618870&x-signature=Gq3QljzpG%2Foj18zxbZY46WH1RPA%3D&x-signature-webp=Gq3QljzpG%2Foj18zxbZY46WH1RPA%3D&ect=4g
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg
https://lf-web-assets.tokopedia-static.net/obj/tokopedia-web-sg/zeus_v2/85cc883d.svg",https://images.tokopedia.net/img/cache/215-square/aphluv/1997/1/1/c557cdf9d2004703b98f7916d89b4360~.image
